Auteur ou autrice,Genre,Feuille,Jeu de données,Nom normalisé,data_id,dataset_id_FK,author_id_FK,year,details,src,id_bnf,id_wikidata,id_isni,gender,pseudonym,first_name,last_name,date_of_birth,date_of_death,birth_location,death_location,birth_coordinates,death_coordinates,url_ville
Eugène Ionesco,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Eugène Ionesco,5652,2,46706,2015,"Bac ES/S - Le texte théâtral et sa représentation, du XVIIème siècle à nos jours - Le Roi se meurt, fin de la pièce (1962)",http://www.site-magister.com/sujets33.htm#ESSNAT,11908252k,46706,0000 0001 2099 3554,masculin,,,,1909-11-26T00:00:00Z,1994-03-28T00:00:00Z,Slatina,Paris,24.364166666 44.429722222,2.351388888 48.856944444,http://www.primariaslatina.ro/
Laurent Gaudé,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Laurent Gaudé,5653,2,1245984,2015,"Bac ES/S - Le texte théâtral et sa représentation, du XVIIème siècle à nos jours - Le Tigre bleu de l’Euphrate, Acte X (2002)",http://www.site-magister.com/sujets33.htm#ESSNAT,131993160,1245984,0000 0001 1079 8050,masculin,,,,1972-07-06T00:00:00Z,,14e arrondissement de Paris,#N/A,2.326888888 48.833022222,#N/A,http://www.mairie14.paris.fr/
Gustave Flaubert,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Gustave Flaubert,5654,2,43444,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - Madame Bovary, chap. l, 1857",http://www.site-magister.com/sujets34.htm#SLIB,11902894q,43444,0000 0001 2276 2442,masculin,,,,1821-12-12T00:00:00Z,1880-05-08T00:00:00Z,Rouen,Croisset,1.1025 49.443055555,1.038423 49.441329,http://www.rouen.fr
Victor Hugo,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Victor Hugo,5655,2,535,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - L’Homme qui rit, IIème Partie, chap. 8, 1869",http://www.site-magister.com/sujets34.htm#SLIB,11907966z,535,0000 0001 2120 0982,masculin,,,,1802-02-26T00:00:00Z,1885-05-22T00:00:00Z,Besançon,Paris,6.021388888 47.242222222,2.351388888 48.856944444,http://www.besancon.fr
Jean Giono,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean Giono,5656,2,177411,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - Le Moulin de Pologne, chap. III, 1953",http://www.site-magister.com/sujets34.htm#SLIB,119050002,177411,0000 0001 2100 966X,masculin,,,,1895-03-30T00:00:00Z,1970-10-08T00:00:00Z,Manosque,Manosque,5.783055555 43.833333333,5.783055555 43.833333333,http://www.ville-manosque.fr
Madame de La Fayette,F,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Madame de La Fayette,5657,2,237090,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - La Princesse de Clèves, 1678",http://www.site-magister.com/sujets35.htm#SPOL,11910266j,237090,0000 0001 2283 1647,féminin,,,,1634-03-18T00:00:00Z,1693-05-25T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Honoré de Balzac,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Honoré de Balzac,5658,2,9711,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - La Maison du chat-qui-pelote, 1842 corrigé par l’auteur",http://www.site-magister.com/sujets35.htm#SPOL,118900414,9711,0000 0001 2347 8072,masculin,,,,1799-05-20T00:00:00Z,1850-08-18T00:00:00Z,Tours,Paris,0.688333333 47.392777777,2.351388888 48.856944444,http://www.tours.fr/
Stendhal,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Stendhal,5659,2,502,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - La Chartreuse de Parme, 1839",http://www.site-magister.com/sujets35.htm#SPOL,119255047,502,0000 0001 2098 1326,masculin,,,,1783-01-23T00:00:00Z,1842-03-23T00:00:00Z,Grenoble,Paris,5.726388888 45.186944444,2.351388888 48.856944444,http://www.grenoble.fr
André Gide,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,André Gide,5660,2,47484,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - Isabelle, 1911",http://www.site-magister.com/sujets35.htm#SPOL,11904849c,47484,0000 0001 2144 5648,masculin,,,,1869-11-22T00:00:00Z,1951-02-19T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Jean Racine,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean Racine,5661,2,742,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - Phèdre, Acte II, scène 5 (extrait), 1677",http://www.site-magister.com/sujets33.htm#ESPond,120076761,742,0000 0001 2321 2338,masculin,,,,1639-12-01T00:00:00Z,1699-04-21T00:00:00Z,La Ferté-Milon,Paris,3.123888888 49.178333333,2.351388888 48.856944444,
Victor Hugo,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Victor Hugo,5662,2,535,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - Ruy Blas, Acte I, scène 3 (extrait), 1838",http://www.site-magister.com/sujets33.htm#ESPond,11907966z,535,0000 0001 2120 0982,masculin,,,,1802-02-26T00:00:00Z,1885-05-22T00:00:00Z,Besançon,Paris,6.021388888 47.242222222,2.351388888 48.856944444,http://www.besancon.fr
Nathalie Sarraute,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Nathalie Sarraute,5663,2,297758,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - Pour un oui ou pour un non (extrait), 1982",http://www.site-magister.com/sujets33.htm#ESPond,119237227,297758,0000 0001 2145 2725,féminin,,,,1900-07-18T00:00:00Z,1999-09-19T00:00:00Z,Ivanovo,Paris,41.0 57.0,2.351388888 48.856944444,http://ivgoradm.ru/
Victor Hugo,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Victor Hugo,5664,2,535,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - Les Travailleurs de la mer, extrait (1866)",https://www.pedagogie.ac-aix-marseille.fr/upload/docs/application/pdf/2015-09/sujet_eaf_serie_es-s_session_septembre_2015.pdf,11907966z,535,0000 0001 2120 0982,masculin,,,,1802-02-26T00:00:00Z,1885-05-22T00:00:00Z,Besançon,Paris,6.021388888 47.242222222,2.351388888 48.856944444,http://www.besancon.fr
Jules Verne,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jules Verne,5665,2,33977,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - Vingt mille lieues sous les mers, extrait (1870)",https://www.pedagogie.ac-aix-marseille.fr/upload/docs/application/pdf/2015-09/sujet_eaf_serie_es-s_session_septembre_2015.pdf,11928016k,33977,0000 0001 2140 0562,masculin,,,,1828-02-08T00:00:00Z,1905-03-24T00:00:00Z,Nantes,Amiens,-1.553888888 47.217222222,2.297777777 49.891944444,http://www.nantes.fr
Michel Tournier,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Michel Tournier,5666,2,160783,2015,"Bac ES/S - Le personnage de roman, du XVIIème siècle à nos jours - Vendredi ou les Limbes du Pacifique, extrait (1967)",https://www.pedagogie.ac-aix-marseille.fr/upload/docs/application/pdf/2015-09/sujet_eaf_serie_es-s_session_septembre_2015.pdf,119269397,160783,0000 0001 2102 9572,masculin,,,,1924-12-18T00:00:00Z,2016-01-18T00:00:00Z,Sporting Club de Tinqueux,Choisel,,2.017777777 48.686388888,http://sc-tinqueux.footeo.com/
Euripide,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Euripide,5667,2,48305,2015,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Les Troyennes, Troisième épisode, 415 av. J.C",http://www.site-magister.com/sujets34.htm#LAM,130914401,48305,0000 0001 2138 2034,masculin,,,,-0479-01-01T00:00:00Z,-0405-01-01T00:00:00Z,Salamine,Pella,23.493055555 37.965555555,22.519167 40.76,http://www.salamina.gr
Charles Leconte de Lisle,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Leconte de Lisle,5668,2,309704,2015,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Poèmes antiques, « Hélène », 1852",http://www.site-magister.com/sujets34.htm#LAM,119120027,309704,0000 0001 2280 8930,masculin,,,,1818-10-22T00:00:00Z,1894-07-17T00:00:00Z,Saint-Paul,Louveciennes,55.269722222 -21.009722222,2.116388888 48.860277777,https://www.mairie-saintpaul.re/
Jean Giraudoux,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean Giraudoux,5669,2,309974,2015,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - La Guerre de Troie n’aura pas lieu, Acte l, scène 9, 1935",http://www.site-magister.com/sujets34.htm#LAM,119050769,309974,0000 0001 2117 821X,masculin,,,,1882-10-29T00:00:00Z,1944-01-31T00:00:00Z,Bellac,Paris,1.049444444 46.121944444,2.351388888 48.856944444,http://www.bellac.fr
Guillaume Apollinaire,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Guillaume Apollinaire,5670,2,133855,2015,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Le Guetteur mélancolique, « Hélène », édition posthume, 1952",http://www.site-magister.com/sujets34.htm#LAM,11888978p,133855,0000 0001 2137 1423,masculin,,,,1880-08-26T00:00:00Z,1918-11-10T00:00:00Z,Rome,Paris,12.482777777 41.893055555,2.351388888 48.856944444,https://www.comune.roma.it/
Turold,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Turold,5671,2,2704099,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - « La bataille », v. 1396-1435 (fin du XIème siècle)",http://www.site-magister.com/sujets36.htm#Lant,122040431,2704099,0000 0003 9286 4588,masculin,,,,1050-01-01T00:00:00Z,1150-01-01T00:00:00Z,#N/A,#N/A,#N/A,#N/A,#N/A
Victor Hugo,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Victor Hugo,5672,2,535,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - La Légende des siècles, « Le cimetière d’Eylau », v. 130-159 (1859)",http://www.site-magister.com/sujets36.htm#Lant,11907966z,535,0000 0001 2120 0982,masculin,,,,1802-02-26T00:00:00Z,1885-05-22T00:00:00Z,Besançon,Paris,6.021388888 47.242222222,2.351388888 48.856944444,http://www.besancon.fr
José Maria de Heredia,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,José-Maria de Heredia,5673,2,334970,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - Les Trophées, « Soir de bataille » (1893)",http://www.site-magister.com/sujets36.htm#Lant,11907327d,334970,0000 0001 2144 1639,masculin,,,,1842-11-22T00:00:00Z,1905-10-03T00:00:00Z,Santiago de Cuba,Bourdonné,-75.820555555 20.028333333,1.663333333 48.755833333,
Henri Michaux,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Henri Michaux,5674,2,160780,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - Qui je fus, « Le grand combat » (1927)",http://www.site-magister.com/sujets36.htm#Lant,119159582,160780,0000 0001 2280 039X,masculin,,,,1899-05-24T00:00:00Z,1984-10-19T00:00:00Z,Namur,Paris,4.866666666 50.466666666,2.351388888 48.856944444,http://www.namur.be
Ovide,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Ovide,5675,2,7198,2015,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Les Métamorphoses, Livre dixième, « Orphée », début du Ier siècle de notre ère, traduction de Joseph Chamonard, 1966",http://www.site-magister.com/sujets35.htm#LEUR,119183166,7198,0000 0001 2142 7757,masculin,,,,-0042-03-18T00:00:00Z,0017-01-01T00:00:00Z,#N/A,Constanța,#N/A,28.638333333 44.173333333,#N/A
Tristan L'Hermite,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Tristan L'Hermite,5676,2,1451213,2015,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - La Lyre, « Orphée », 1641",http://www.site-magister.com/sujets35.htm#LEUR,11910225z,1451213,0000 0001 2031 0178,masculin,,,,1601-01-01T00:00:00Z,1655-09-07T00:00:00Z,Janaillat,Paris,1.745555555 46.056666666,2.351388888 48.856944444,
Théodore de Banville,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Théodore de Banville,5677,2,312630,2015,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Les Cariatides, « La Voie lactée », 1879",http://www.site-magister.com/sujets35.htm#LEUR,118900832,312630,0000 0000 8339 6506,masculin,,,,1823-03-14T00:00:00Z,1891-03-13T00:00:00Z,Moulins,Paris,3.3325 46.564722222,2.351388888 48.856944444,http://www.ville-moulins.fr
Pascal Quignard,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Pascal Quignard,5678,2,423298,2015,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Tous les Matins du monde, chapitre VI, 1991",http://www.site-magister.com/sujets35.htm#LEUR,11920885p,423298,0000 0001 2284 0586,masculin,,,,1948-04-23T00:00:00Z,,Verneuil-sur-Avre,#N/A,0.927777777 48.738888888,#N/A,http://www.verneuil-sur-avre.fr/
Jean-Pierre Claris de Florian,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean-Pierre Claris de Florian,5679,2,551740,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - « Le Voyage », Fables, IV, 21 (1792)",http://www.site-magister.com/sujets33.htm#LNAT,11902963q,551740,0000 0001 2124 4109,masculin,,,,1755-03-06T00:00:00Z,1794-09-13T00:00:00Z,Sauve,Paris,3.948611111 43.9425,2.351388888 48.856944444,https://www.ville-de-sauve.fr/
Alphonse de Lamartine,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Alphonse de Lamartine,5680,2,188697,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - « Les Voiles », poème publié en 1873 dans Œuvre posthume",http://www.site-magister.com/sujets33.htm#LNAT,119108008,188697,0000 0001 2144 1161,masculin,,,,1790-10-21T00:00:00Z,1869-02-28T00:00:00Z,Mâcon,Paris,4.831944444 46.306666666,2.351388888 48.856944444,http://www.macon.fr
Jean de La Ville de Mirmont,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean de La Ville de Mirmont,5681,2,3175496,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - L’horizon chimérique, recueil posthume (1920)",http://www.site-magister.com/sujets33.htm#LNAT,11910336w,3175496,0000 0001 0874 423X,masculin,,,,1886-12-02T00:00:00Z,1914-11-28T00:00:00Z,Bordeaux,Moussy-Verneuil,-0.579444444 44.837777777,3.634166666 49.415833333,http://www.bordeaux.fr
Jean-Michel Maulpoix,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean-Michel Maulpoix,5682,2,966179,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - L’instinct de ciel, section III, extrait (2000)",http://www.site-magister.com/sujets33.htm#LNAT,11915220f,966179,0000 0001 2147 4334,masculin,,,,1952-11-11T00:00:00Z,,Montbéliard,#N/A,6.798333333 47.509722222,#N/A,http://www.montbeliard.com
Pierre de Ronsard,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Pierre de Ronsard,5683,2,49752,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - « Hymne de l’automne » (extrait), Hymnes, 1564",https://www.pedagogie.ac-aix-marseille.fr/upload/docs/application/pdf/2015-09/sujet_eaf_serie_l_session_septembre_2015.pdf,11922538t,49752,0000 0001 2101 7491,masculin,,,,1524-09-21T00:00:00Z,1585-12-27T00:00:00Z,château de la Possonnière,La Riche,0.69194444 47.747,0.660555555 47.389166666,
Théophile Gautier,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Théophile Gautier,5684,2,183713,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - « Le Poète et la foule », España, 1845",https://www.pedagogie.ac-aix-marseille.fr/upload/docs/application/pdf/2015-09/sujet_eaf_serie_l_session_septembre_2015.pdf,11904435k,183713,0000 0001 0786 6489,masculin,,,,1811-08-30T00:00:00Z,1872-10-23T00:00:00Z,Tarbes,Neuilly-sur-Seine,0.074444444 43.232777777,2.2675 48.887222222,http://www.tarbes.fr
Jules Supervielle,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jules Supervielle,5685,2,732569,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - « Hommage à la vie », Recueil de poèmes écrits entre 1939 et 1945, et publiés en 1946",https://www.pedagogie.ac-aix-marseille.fr/upload/docs/application/pdf/2015-09/sujet_eaf_serie_l_session_septembre_2015.pdf,119257592,732569,0000 0001 0890 9946,masculin,,,,1884-01-16T00:00:00Z,1960-05-17T00:00:00Z,Montevideo,Paris,-56.166666666 -34.866666666,2.351388888 48.856944444,http://www.montevideo.gub.uy
Jacques Roubaud,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jacques Roubaud,5686,2,726687,2015,"Bac L - Écriture poétique et quête du sens, du Moyen Âge à nos jours - « Le Lombric », Les Animaux de tout le monde, 1983",https://www.pedagogie.ac-aix-marseille.fr/upload/docs/application/pdf/2015-09/sujet_eaf_serie_l_session_septembre_2015.pdf,11922742m,726687,0000 0001 2147 625X,masculin,,,,1932-12-05T00:00:00Z,,Caluire-et-Cuire,#N/A,4.846388888 45.794722222,#N/A,http://www.ville-caluire.fr
Jean Cocteau,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Jean Cocteau,5687,2,83158,2015,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Antigone, 1948",http://www.site-magister.com/sujets34.htm#LLIB,11897143s,83158,0000 0001 2120 8036,masculin,,,,1889-07-05T00:00:00Z,1963-10-11T00:00:00Z,Maisons-Laffitte,Milly-la-Forêt,2.145 48.946111111,2.466944444 48.404166666,http://www.maisonslaffitte.fr
Yannis Ritsos,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Yánnis Rítsos,5688,2,297409,2015,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Ismène (traduction de Dominique Grandmont), 1972",http://www.site-magister.com/sujets34.htm#LLIB,119220671,297409,0000 0001 2148 6423,masculin,,,,1909-05-01T00:00:00Z,1990-11-11T00:00:00Z,Monemvasia,Athènes,23.054531 36.689605,23.728055555 37.984166666,http://www.monemvasia.gov.gr/
Henry Bauchau,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Henry Bauchau,5689,2,982044,2015,"Bac L - Les réécritures, du XVIIème siècle jusqu'à nos jours - Antigone, chapitre XIX « LA COLÈRE », 1997",http://www.site-magister.com/sujets34.htm#LLIB,11890569w,982044,0000 0001 2103 2915,masculin,,,,1913-01-22T00:00:00Z,2012-09-21T00:00:00Z,Malines,Louveciennes,4.480277777 51.028055555,2.116388888 48.860277777,http://www.mechelen.be
Joachim du Bellay,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Joachim du Bellay,5690,2,18420,2015,"Bac L - Vers un espace culturel européen : Renaissance et humanisme - Les Regrets, sonnet 150, 1558",http://www.site-magister.com/sujets36.htm#LNC,123220047,18420,0000 0001 2278 5556,masculin,,,,1522-01-01T00:00:00Z,1560-01-11T00:00:00Z,Liré,Paris,-1.164444444 47.343333333,2.351388888 48.856944444,
Érasme,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Érasme,5691,2,43499,2015,"Bac L - Vers un espace culturel européen : Renaissance et humanisme - Éloge de la Folie, chapitre LVI, 1511. Traduction de Pierre de Nolhac",http://www.site-magister.com/sujets36.htm#LNC,11886243m,43499,0000 0003 7471 6178,masculin,,,,1466-11-06T00:00:00Z,1536-07-22T00:00:00Z,Rotterdam,Bâle,4.47917 51.9225,7.590555555 47.560555555,http://www.rotterdam.nl/
Étienne de La Boétie,M,autrices-auteurs-annales-baccalaureat-francais,Annales baccalauréat,Étienne de La Boétie,5692,2,290227,2015,"Bac L - Vers un espace culturel européen : Renaissance et humanisme - Discours de la servitude volontaire, édition posthume 1577. Adaptation en français moderne par Myriam Marrache-Gouraud",http://www.site-magister.com/sujets36.htm#LNC,119102416,290227,0000 0001 2118 4839,masculin,,,,1530-11-11T00:00:00Z,1563-08-28T00:00:00Z,Sarlat-la-Canéda,Le Taillan-Médoc,1.216666666 44.89,-0.669722222 44.904444444,http://www.sarlat.fr
